"","order","family","genus","species","iucn2020_binomial","phylacine_binomial","adult_mass_g","brain_mass_g","adult_body_length_mm","adult_forearm_length_mm","max_longevity_d","maturity_d","female_maturity_d","male_maturity_d","age_first_reproduction_d","gestation_length_d","teat_number_n","litter_size_n","litters_per_year_n","interbirth_interval_d","neonate_mass_g","weaning_age_d","weaning_mass_g","generation_length_d","dispersal_km","density_n_km2","hibernation_torpor","fossoriality","home_range_km2","social_group_n","dphy_invertebrate","dphy_vertebrate","dphy_plant","det_inv","det_vend","det_vect","det_vfish","det_vunk","det_scav","det_fruit","det_nect","det_seed","det_plantother","det_diet_breadth_n","trophic_level","foraging_stratum","activity_cycle","freshwater","marine","terrestrial_non.volant","terrestrial_volant","upper_elevation_m","lower_elevation_m","altitude_breadth_m","island_dwelling","island_endemicity","disected_by_mountains","glaciation","biogeographical_realm","habitat_breadth_n","binomial_name","log_body_mass","picky","herbivore","carnivore","picky_herb","picky_carn"
"1441","Peramelemorphia","Peramelidae","Microperoryctes","papuensis","Microperoryctes papuensis","Microperoryctes papuensis",158,3.372,196.47,NA,2125.399,NA,364.63,NA,377.923,22.076,6,1.01,1,308.18,NA,89.175,NA,969.868,0.384,NA,0,1,NA,1,60,10,30,60,0,0,0,10,0,0,0,0,30,2,2,"G",1,0,0,1,0,2650,1200,1450,1,"Occurs on large land bridge islands",0,0,"Australasian",1,"microperoryctes_papuensis",-1.84516024595517,0,0,0,0,0
"1442","Afrosoricida","Tenrecidae","Micropotamogale","lamottei","Micropotamogale lamottei","Micropotamogale lamottei",69.595,0.8,155,NA,1684.367,NA,363.71,NA,398.162,66.815,8,3.93,1.844,238.928,NA,56.754,NA,1092.868,1.761,NA,0,2,NA,NA,60,40,0,60,0,20,20,0,0,0,0,0,0,3,3,"G",1,1,0,1,0,651,449,202,0,"Occurs on mainland",0,0,"Afrotropical",2,"micropotamogale_lamottei",-2.66506255330277,0,0,1,0,2
"1443","Chiroptera","Pteropodidae","Micropteropus","pusillus","Micropteropus pusillus","Micropteropus pusillus",25.38,0.82,90.69,51.98,1669.875,202.08,202.08,NA,349.79,161.77,NA,0.99,2,236.209,NA,55.18,20,1241.372,NA,NA,0,2,NA,1.5,0,0,100,0,0,0,0,0,0,90,10,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,0,"Occurs on mainland",1,0,"Afrotropical",3,"micropteropus_pusillus",-3.6737938166959,1,1,0,3,1
"1444","Rodentia","Sciuridae","Microsciurus","alfari","Microsciurus alfari","Microsciurus alfari",89.745,2.773,160,NA,3204.171,NA,325.156,NA,365.11,47.025,NA,2,1.735,125.783,NA,54.782,NA,1364.924,0.281,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,50,0,50,0,2,2,"Ar",3,0,0,1,0,NA,NA,NA,0,"Occurs on mainland",1,0,"Neotropical",1,"microsciurus_alfari",-2.41078296347203,0,1,0,2,0
"1445","Rodentia","Sciuridae","Microsciurus","flaviventer","Microsciurus flaviventer","Microsciurus flaviventer",92,3.314,160,NA,2556.822,NA,325.428,NA,365.195,47.47,NA,2,1.683,133.967,NA,55.817,NA,1286.904,0.285,NA,0,2,NA,2,0,0,100,0,0,0,0,0,0,50,0,50,0,2,2,"Ar",3,0,0,1,0,1500,100,1400,0,"Occurs on mainland",0,0,"Neotropical",1,"microsciurus_flaviventer",-2.3859667019331,0,1,0,2,0
"1446","Rodentia","Cricetidae","Microtus","abbreviatus","Microtus abbreviatus","Microtus abbreviatus",58.03,0.904,147,NA,1064.969,NA,48.256,NA,71.196,21.288,NA,2.785,4.56,21.985,3.41,15.049,NA,442.335,0.221,NA,0,1,NA,NA,0,0,100,0,0,0,0,0,0,0,0,20,80,2,1,"G",2,0,0,1,0,240,0,240,NA,"Occurs on mainland",NA,NA,"Nearctic",1,"microtus_abbreviatus",-2.84679516077962,0,1,0,2,0
"1447","Rodentia","Cricetidae","Microtus","agrestis","Microtus agrestis","Microtus agrestis",31.935,0.79,128.085,NA,1761.125,38.27,36,42,52.5,20.72,NA,4.42,3.6,20.116,2.3,13.392,8.9,465.967,0.159,1948.7,0,1,0.001,NA,0,0,100,0,0,0,0,0,0,0,0,20,80,2,1,"G",2,0,0,1,0,2100,0,2100,0,"Occurs on mainland",1,1,"Palearctic",5,"microtus_agrestis",-3.44405269196858,0,1,0,2,0
"1448","Rodentia","Cricetidae","Microtus","arvalis","Microtus arvalis","Microtus arvalis",25.4,0.57,113.66,NA,1752,28.19,38,56,49,21,NA,5.1,5.5,22.56,1.85,17.653,8.9,447.605,0.141,17600,0,1,0.001,NA,0,0,100,0,0,0,0,0,0,0,0,20,80,2,1,"G",2,0,0,1,0,3000,0,3000,NA,"Occurs on mainland",NA,NA,"Palearctic",4,"microtus_arvalis",-3.67300610495765,0,1,0,2,0
"1449","Rodentia","Cricetidae","Microtus","bavaricus","Microtus bavaricus","Microtus bavaricus",29.27,0.638,98,NA,940.445,NA,45.618,NA,69.571,21.685,NA,4.028,4.201,25.039,NA,20.036,NA,344.536,0.152,NA,0,1,NA,NA,0,0,100,0,0,0,0,0,0,0,0,20,80,2,1,"G",2,0,0,1,0,NA,NA,NA,NA,"Occurs on mainland",NA,NA,"Palearctic",1,"microtus_bavaricus",-3.53119217827834,0,1,0,2,0
"1450","Rodentia","Cricetidae","Microtus","cabrerae","Microtus cabrerae","Microtus cabrerae",52.5,0.95,142.291,NA,1038.858,NA,68.77,NA,94.71,23.844,NA,4.01,3.712,30.218,NA,22.525,NA,474.314,0.21,NA,0,1,NA,NA,0,0,100,0,0,0,0,0,0,0,0,20,80,2,1,"G",2,0,0,1,0,1500,0,1500,0,"Occurs on mainland",0,0,"Palearctic",3,"microtus_cabrerae",-2.94694210938456,0,1,0,2,0
"1451","Rodentia","Cricetidae","Microtus","californicus","Microtus californicus","Microtus californicus",53.5,0.719,140.9,NA,760.417,23.81,23.81,42,44.99,21.18,NA,4.62,4.915,24.743,3.055,18.262,18.28,329.897,0.212,8775,0,1,0,NA,0,0,100,0,0,0,0,0,0,0,0,20,80,2,1,"G",2,0,0,1,0,NA,NA,NA,0,"Occurs on mainland",1,0,"Nearctic",1,"microtus_californicus",-2.92807362508018,0,1,0,2,0
"1452","Rodentia","Cricetidae","Microtus","canicaudus","Microtus canicaudus","Microtus canicaudus",35.1,0.712,124.17,NA,921.411,22.67,24.934,NA,46.696,21.762,NA,4.72,4.5,22.235,2.74,17.218,10.485,281.92,0.168,NA,0,1,0,NA,0,0,100,0,0,0,0,0,0,0,0,20,80,2,1,"G",2,0,0,1,0,NA,NA,NA,0,"Occurs on mainland",0,0,"Nearctic",2,"microtus_canicaudus",-3.34955414851032,0,1,0,2,0
"1453","Rodentia","Cricetidae","Microtus","chrotorrhinus","Microtus chrotorrhinus","Microtus chrotorrhinus",38.995,0.729,114.75,NA,964.346,NA,86.924,NA,105.348,20.196,8,3.57,2,26.83,NA,23.124,NA,409.527,0.178,NA,0,1,NA,NA,0,0,100,0,0,0,0,0,0,0,0,20,80,2,1,"G",2,0,0,1,0,NA,NA,NA,0,"Occurs on mainland",0,1,"Nearctic",2,"microtus_chrotorrhinus",-3.24432184619968,0,1,0,2,0
"1454","Rodentia","Cricetidae","Microtus","daghestanicus","Microtus daghestanicus","Microtus daghestanicus",12.99,0.658,113.683,NA,981.987,NA,79.306,NA,102.466,23.272,NA,3.349,3.957,27.477,NA,24.416,NA,402.052,0.097,NA,0,1,NA,NA,0,0,100,0,0,0,0,0,0,0,0,20,80,2,1,"G",2,0,0,1,0,2600,2000,600,NA,"Occurs on mainland",NA,NA,"Palearctic",1,"microtus_daghestanicus",-4.34357544829963,0,1,0,2,0
"1455","Rodentia","Cricetidae","Microtus","duodecimcostatus","Microtus duodecimcostatus","Microtus duodecimcostatus",22.71,0.605,112.813,NA,1003.75,NA,54.362,NA,78.495,21.997,NA,2.52,4.084,24.362,2.195,20.204,NA,362.979,0.132,NA,0,1,NA,NA,0,0,100,0,0,0,0,0,0,0,0,20,80,2,1,"G",2,0,0,1,0,2250,0,2250,0,"Occurs on mainland",1,0,"Palearctic",2,"microtus_duodecimcostatus",-3.78494992286467,0,1,0,2,0
"1456","Rodentia","Cricetidae","Microtus","elbeyli","Microtus elbeyli","Microtus irani",48,0.778,128.572,NA,365,33.24,33.24,NA,52.882,19.642,NA,5.235,5,32.478,2.1,24.11,NA,375.094,0.2,NA,0,1,NA,NA,0,0,100,0,0,0,0,0,0,0,0,20,80,2,1,"G",2,0,0,1,0,2000,1100,900,NA,NA,NA,NA,"Palearctic",2,"microtus_irani",-3.03655426807425,0,1,0,2,0
"1457","Rodentia","Cricetidae","Microtus","felteni","Microtus felteni","Microtus felteni",24.34,0.651,116.462,NA,1019.762,NA,55.682,NA,82.826,22.283,NA,3.631,3.975,25.45,NA,21.256,NA,401.248,0.137,NA,0,1,NA,NA,0,0,100,0,0,0,0,0,0,0,0,20,80,2,1,"G",2,0,0,1,0,2050,360,1690,NA,"Occurs on mainland",NA,NA,"Palearctic",1,"microtus_felteni",-3.71563419142276,0,1,0,2,0
"1458","Rodentia","Cricetidae","Microtus","gerbei","Microtus gerbei","Microtus gerbei",22,0.61,114.735,NA,1037.896,NA,51.426,NA,76.572,21.498,NA,3.655,4.183,24.993,NA,20.044,NA,381.758,0.13,NA,0,1,NA,NA,0,0,100,0,0,0,0,0,0,0,0,20,80,2,1,"G",2,0,0,1,0,2000,0,2000,NA,"Occurs on mainland",NA,NA,"Palearctic",4,"microtus_gerbei",-3.81671282562382,0,1,0,2,0
"1459","Rodentia","Cricetidae","Microtus","gregalis","Microtus gregalis","Microtus gregalis",47.5,0.76,131.662,NA,1098.891,56.38,56.38,NA,78.337,21.659,NA,8.48,2.875,25.259,NA,19.48,NA,398.072,0.198,NA,0,1,NA,NA,0,0,100,0,0,0,0,0,0,0,0,20,80,2,1,"G",2,0,0,1,0,4000,NA,NA,NA,"Occurs on mainland",NA,NA,"Nearctic, Palearctic",3,"microtus_gregalis",-3.04702556794154,0,1,0,2,0
"1460","Rodentia","Cricetidae","Microtus","guatemalensis","Microtus guatemalensis","Microtus guatemalensis",41.99,0.983,139.684,NA,928.016,NA,76.764,NA,105.235,24.934,NA,3.484,3.549,32.75,NA,24.209,NA,497.966,0.185,NA,0,1,NA,NA,0,0,100,0,0,0,0,0,0,0,0,20,80,2,1,"G",2,0,0,1,0,3100,2600,500,0,"Occurs on mainland",0,0,"Neotropical",1,"microtus_guatemalensis",-3.17032378428604,0,1,0,2,0
"1461","Rodentia","Cricetidae","Microtus","guentheri","Microtus guentheri","Microtus guentheri",48.995,0.69,132.306,NA,1429.583,73.21,60,95,94.21,21,NA,5.96,5,29.08,3,18.245,15,491.884,0.202,NA,0,1,NA,NA,0,0,100,0,0,0,0,0,0,0,0,20,80,2,1,"G",2,0,0,1,0,1500,150,1350,0,"Occurs on mainland",1,0,"Palearctic",3,"microtus_guentheri",-3.01603702689436,0,1,0,2,0
"1462","Rodentia","Cricetidae","Microtus","levis","Microtus levis","Microtus levis",26.9,0.598,113.66,NA,1752,47,38,56,59,21,NA,5.1,5.5,22.56,1.85,17.653,8.9,432.147,0.145,NA,0,1,NA,NA,0,0,100,0,0,0,0,0,0,0,0,20,80,2,1,"G",2,0,0,1,0,2500,0,2500,0,"Occurs on mainland",1,0,"Palearctic",2,"microtus_levis",-3.61562899237434,0,1,0,2,0
"1463","Rodentia","Cricetidae","Microtus","limnophilus","Microtus limnophilus","Microtus limnophilus",33.1,0.718,144.52,NA,790.833,36.735,36.735,NA,58.295,21.56,NA,5.76,3.44,23.134,2.385,20,15.6,305.023,0.163,NA,0,1,NA,NA,0,0,100,0,0,0,0,0,0,0,0,20,80,2,1,"G",2,0,0,1,0,NA,NA,NA,NA,"Occurs on mainland",NA,NA,"Palearctic",4,"microtus_limnophilus",-3.40822199659912,0,1,0,2,0
"1464","Rodentia","Cricetidae","Microtus","longicaudus","Microtus longicaudus","Microtus longicaudus",32.5,0.7,135,NA,425.833,NA,95.692,NA,113.566,22.416,6,4.975,1.9,28.527,NA,22.519,NA,388.865,0.161,1200,0,1,NA,NA,0,0,100,0,0,0,0,0,0,0,0,20,80,2,1,"G",2,0,0,1,0,3650,0,3650,0,"Occurs on mainland",1,0,"Nearctic",5,"microtus_longicaudus",-3.42651518964645,0,1,0,2,0
"1465","Rodentia","Cricetidae","Microtus","lusitanicus","Microtus lusitanicus","Microtus lusitanicus",20,0.546,111.985,NA,1007.921,39.68,38.862,NA,59.059,20.196,NA,2.045,4.42,23.384,1.7,19.85,NA,353.693,0.123,NA,0,1,NA,NA,0,0,100,0,0,0,0,0,0,0,0,20,80,2,1,"G",2,0,0,1,0,2050,0,2050,NA,"Occurs on mainland",NA,NA,"Palearctic",2,"microtus_lusitanicus",-3.91202300542815,0,1,0,2,0
"1466","Rodentia","Cricetidae","Microtus","majori","Microtus majori","Microtus majori",18.2,0.546,110.195,NA,1024.418,NA,64.231,NA,88.734,21.595,NA,3.6,4.339,25.504,NA,21.736,NA,362.843,0.117,NA,0,1,NA,NA,0,0,100,0,0,0,0,0,0,0,0,20,80,2,1,"G",2,0,0,1,0,2100,500,1600,NA,"Occurs on mainland",NA,NA,"Palearctic",4,"microtus_majori",-4.00633368489939,0,1,0,2,0
"1467","Rodentia","Cricetidae","Microtus","maximowiczii","Microtus maximowiczii","Microtus maximowiczii",38.149,0.84,131.883,NA,968.819,NA,61.075,NA,88.294,21.713,NA,6.8,3.737,26.028,NA,23.016,NA,414.843,0.176,NA,0,1,NA,NA,0,0,100,0,0,0,0,0,0,0,0,20,80,2,1,"G",2,0,0,1,0,NA,NA,NA,NA,"Occurs on mainland",NA,NA,"Palearctic",2,"microtus_maximowiczii",-3.26625573391501,0,1,0,2,0
"1468","Rodentia","Cricetidae","Microtus","mexicanus","Microtus mexicanus","Microtus mexicanus",28.8,0.54,114.115,NA,1017.641,NA,59.032,NA,83.335,22.553,NA,2.525,3.529,25.738,NA,20.653,NA,388.218,0.151,1483.67,0,1,0.001,NA,0,0,100,0,0,0,0,0,0,0,0,20,80,2,1,"G",2,0,0,1,0,4115,1200,2915,0,"Occurs on mainland",1,0,"Nearctic, Neotropical",1,"microtus_mexicanus",-3.54737989184024,0,1,0,2,0
"1469","Rodentia","Cricetidae","Microtus","middendorffii","Microtus middendorffii","Microtus middendorffii",40.25,0.757,123.18,NA,781.708,61.87,51.435,NA,72.435,21,NA,5.725,3.585,20.986,2.6,28,NA,362.754,0.181,NA,0,1,NA,NA,0,0,100,0,0,0,0,0,0,0,0,20,80,2,1,"G",2,0,0,1,0,NA,NA,NA,NA,"Occurs on mainland",NA,NA,"Nearctic, Palearctic",1,"microtus_middendorffii",-3.21264527511756,0,1,0,2,0
"1470","Rodentia","Cricetidae","Microtus","miurus","Microtus miurus","Microtus miurus",40.25,0.758,123.18,NA,781.708,37,41,NA,62,21,NA,5.96,4.67,20.986,2.6,28,NA,366.656,0.181,902.105,0,1,0.001,NA,0,0,100,0,0,0,0,0,0,0,0,20,80,2,1,"G",2,0,0,1,0,NA,NA,NA,0,"Occurs on mainland",1,1,"Nearctic",1,"microtus_miurus",-3.21264527511756,0,1,0,2,0
"1471","Rodentia","Cricetidae","Microtus","mongolicus","Microtus mongolicus","Microtus mongolicus",25.4,0.589,113.66,NA,1752,47,38,56,59,21,NA,5.1,5.5,22.56,1.85,17.653,8.9,432.545,0.141,NA,0,1,NA,NA,0,0,100,0,0,0,0,0,0,0,0,20,80,2,1,"G",2,0,0,1,0,NA,NA,NA,NA,"Occurs on mainland",NA,NA,"Palearctic",2,"microtus_mongolicus",-3.67300610495765,0,1,0,2,0
"1472","Rodentia","Cricetidae","Microtus","montanus","Microtus montanus","Microtus montanus",35.1,0.69,132.085,NA,834.422,24.91,24.934,NA,46.151,21.218,NA,5.18,4.63,22.235,3.47,15.718,9.33,270.909,0.168,3160,0,1,0,NA,0,0,100,0,0,0,0,0,0,0,0,20,80,2,1,"G",2,0,0,1,0,NA,NA,NA,0,"Occurs on mainland",1,0,"Nearctic",2,"microtus_montanus",-3.34955414851032,0,1,0,2,0
"1473","Rodentia","Cricetidae","Microtus","montebelli","Microtus montebelli","Microtus montebelli",33.1,0.734,144.52,NA,790.833,44.86,44.86,NA,66.785,21.925,NA,5.62,3.5,20.561,2.44,20,15.9,315.375,0.163,NA,0,1,NA,NA,0,0,100,0,0,0,0,0,0,0,0,20,80,2,1,"G",2,0,0,1,0,NA,NA,NA,0,"Occurs only on isolated islands",1,0,"Palearctic",2,"microtus_montebelli",-3.40822199659912,0,1,0,2,0
"1474","Rodentia","Cricetidae","Microtus","multiplex","Microtus multiplex","Microtus multiplex",23.16,0.644,114.455,NA,1012.545,NA,54.382,NA,79.248,22.178,NA,3,3.97,25.735,NA,19.978,NA,367.041,0.134,NA,0,1,NA,NA,0,0,100,0,0,0,0,0,0,0,0,20,80,2,1,"G",2,0,0,1,0,2800,0,2800,0,"Occurs on mainland",1,0,"Palearctic",3,"microtus_multiplex",-3.76532862627734,0,1,0,2,0
"1475","Rodentia","Cricetidae","Microtus","oaxacensis","Microtus oaxacensis","Microtus oaxacensis",36.52,1.171,121.05,NA,1042.529,NA,103.028,NA,135.371,30.797,6,1.2,3.364,44.884,NA,28.325,NA,620.735,0.172,NA,0,1,NA,NA,0,0,100,0,0,0,0,0,0,0,0,20,80,2,1,"G",2,0,0,1,0,2500,1500,1000,NA,"Occurs on mainland",NA,NA,"Neotropical",1,"microtus_oaxacensis",-3.30989522325537,0,1,0,2,0
"1476","Rodentia","Cricetidae","Microtus","ochrogaster","Microtus ochrogaster","Microtus ochrogaster",46.7,0.71,124.435,NA,1943.625,36.19,47,NA,58.44,22.523,6,3.8,4,25.982,3.02,20.392,16.68,615.402,0.197,8990.59,0,1,0,2.75,0,0,100,0,0,0,0,0,0,0,0,20,80,2,2,"G",2,0,0,1,0,NA,NA,NA,0,"Occurs on mainland",1,1,"Nearctic",3,"microtus_ochrogaster",-3.06401111430729,0,1,0,2,0
"1477","Rodentia","Cricetidae","Microtus","oeconomus","Microtus oeconomus","Microtus oeconomus",33.1,0.722,144.52,NA,790.833,44.86,36.735,48,42,21.56,NA,5.76,3.44,23.134,2.385,20,15.6,220.35,0.163,3985.97,0,1,0.001,NA,0,0,100,0,0,0,0,0,0,0,0,20,80,2,1,"G",2,0,0,1,0,2900,0,2900,0,"Occurs on mainland",1,1,"Nearctic, Palearctic",5,"microtus_oeconomus",-3.40822199659912,0,1,0,2,0
"1478","Rodentia","Cricetidae","Microtus","oregoni","Microtus oregoni","Microtus oregoni",20.425,0.52,105.61,NA,456.25,34.23,33.094,NA,58.06,23.785,NA,3.3,4.6,38.723,1.66,13.955,10,187.357,0.125,551.7,0,1,0.001,NA,0,0,100,0,0,0,0,0,0,0,0,20,80,2,1,"G",2,0,0,1,0,NA,NA,NA,0,"Occurs on mainland",1,0,"Nearctic",4,"microtus_oregoni",-3.89099563823607,0,1,0,2,0
"1479","Rodentia","Cricetidae","Microtus","pennsylvanicus","Microtus pennsylvanicus","Microtus pennsylvanicus",38.55,0.69,122.465,NA,1061.542,31.74,30.175,37,45,21.273,NA,5.06,2.64,21.175,2.43,13.765,13.37,128.979,0.177,2537.98,0,1,0,NA,0,0,100,0,0,0,0,0,0,0,0,20,80,2,1,"G",2,0,0,1,0,NA,NA,NA,0,"Occurs on mainland",1,1,"Nearctic",5,"microtus_pennsylvanicus",-3.2557991789728,0,1,0,2,0
"1480","Rodentia","Cricetidae","Microtus","pinetorum","Microtus pinetorum","Microtus pinetorum",25.5,0.56,103.025,NA,1396.125,74.82,97.7,NA,97.315,22.827,4,2.89,2.7,26.007,2.32,20.696,9.6,431.446,0.141,1460,0,1,0.001,NA,0,0,100,0,0,0,0,0,0,0,0,20,80,2,1,"G",2,0,0,1,0,NA,NA,NA,0,"Occurs on mainland",0,1,"Nearctic",3,"microtus_pinetorum",-3.66907682681776,0,1,0,2,0
"1481","Rodentia","Cricetidae","Microtus","quasiater","Microtus quasiater","Microtus quasiater",40,1.088,143.443,NA,1046.523,NA,93.021,NA,123.793,29.485,NA,1.4,3.326,40.095,NA,25.099,NA,571.386,0.18,NA,0,1,NA,NA,0,0,100,0,0,0,0,0,0,0,0,20,80,2,1,"G",2,0,0,1,0,2150,500,1650,0,"Occurs on mainland",0,0,"Neotropical",4,"microtus_quasiater",-3.2188758248682,0,1,0,2,0
"1482","Rodentia","Cricetidae","Microtus","richardsoni","Microtus richardsoni","Microtus richardsoni",72.825,1.124,159.83,NA,547.5,NA,93.664,NA,112.869,24.841,8,5.865,2,37.493,5.265,21.305,31.09,495.919,0.251,620,0,1,0,NA,0,0,100,0,0,0,0,0,0,0,0,20,80,2,2,"G",2,1,0,1,0,NA,NA,NA,0,"Occurs on mainland",1,1,"Nearctic",2,"microtus_richardsoni",-2.61969597613664,0,1,0,2,0
"1483","Rodentia","Cricetidae","Microtus","sachalinensis","Microtus sachalinensis","Microtus sachalinensis",48.04,1.229,157.533,NA,1012.885,NA,143.213,NA,166.79,26.085,NA,7.89,1,157.868,NA,29.248,NA,627.527,0.2,NA,0,1,NA,NA,0,0,100,0,0,0,0,0,0,0,0,20,80,2,2,"G",2,0,0,1,0,NA,NA,NA,NA,"Occurs on large land bridge islands",NA,NA,"Palearctic",2,"microtus_sachalinensis",-3.03572128177035,0,1,0,2,0
"1484","Rodentia","Cricetidae","Microtus","savii","Microtus savii","Microtus savii",20,0.533,110.806,NA,993.467,NA,48.845,NA,73.077,21.399,NA,3.574,4.272,24.704,NA,19.982,NA,338.693,0.123,NA,0,1,NA,NA,0,0,100,0,0,0,0,0,0,0,0,20,80,2,1,"G",2,0,0,1,0,2000,0,2000,0,"Occurs on mainland",1,0,"Palearctic",3,"microtus_savii",-3.91202300542815,0,1,0,2,0
"1485","Rodentia","Cricetidae","Microtus","schelkovnikovi","Microtus schelkovnikovi","Microtus schelkovnikovi",46.259,0.985,138.999,NA,927.888,NA,70.606,NA,98.437,24.192,NA,3.571,3.797,31.218,NA,23.251,NA,474.714,0.196,NA,0,1,NA,NA,0,0,100,0,0,0,0,0,0,0,0,20,80,2,1,"G",2,0,0,1,0,1500,100,1400,NA,"Occurs on mainland",NA,NA,"Palearctic",1,"microtus_schelkovnikovi",-3.07349923936018,0,1,0,2,0
"1486","Rodentia","Cricetidae","Microtus","socialis","Microtus socialis","Microtus socialis",48,0.756,129.545,NA,365,33.24,33.24,NA,52.5,19.642,NA,5.235,5,32.478,2.1,24.11,NA,354.16,0.2,NA,0,1,NA,NA,0,0,100,0,0,0,0,0,0,0,0,20,80,2,1,"G",2,0,0,1,0,2480,0,2480,0,"Occurs on mainland",1,0,"Palearctic",1,"microtus_socialis",-3.03655426807425,0,1,0,2,0
"1487","Rodentia","Cricetidae","Microtus","subterraneus","Microtus subterraneus","Microtus subterraneus",17.8,0.569,109.721,NA,1034.167,101.87,99.176,NA,120.481,21.305,NA,2.57,4.75,24.173,1.545,23.637,9.435,375.428,0.116,NA,0,1,NA,NA,0,0,100,0,0,0,0,0,0,0,0,20,80,2,1,"G",2,0,0,1,0,2300,0,2300,0,"Occurs on mainland",1,0,"Palearctic",4,"microtus_subterraneus",-4.0285568216841,0,1,0,2,0
"1488","Rodentia","Cricetidae","Microtus","tatricus","Microtus tatricus","Microtus tatricus",40,0.832,133.794,NA,933.194,NA,71.317,NA,95.524,24.876,NA,2.91,3.98,28.446,NA,24.123,NA,434.329,0.18,NA,0,1,NA,NA,0,0,100,0,0,0,0,0,0,0,0,20,80,2,1,"G",2,0,0,1,0,2350,650,1700,NA,"Occurs on mainland",NA,NA,"Palearctic",2,"microtus_tatricus",-3.2188758248682,0,1,0,2,0
"1489","Rodentia","Cricetidae","Microtus","thomasi","Microtus thomasi","Microtus thomasi",23,0.696,123.314,NA,1021.053,NA,51.738,NA,77.398,22.143,NA,4.32,4.172,25.424,NA,20.886,NA,387.818,0.133,NA,0,1,NA,NA,0,0,100,0,0,0,0,0,0,0,0,20,80,2,1,"G",2,0,0,1,0,1700,40,1660,NA,"Occurs on mainland",NA,NA,"Palearctic",2,"microtus_thomasi",-3.77226106305299,0,1,0,2,0
"1490","Rodentia","Cricetidae","Microtus","townsendii","Microtus townsendii","Microtus townsendii",52.2,0.88,150.01,NA,1047.338,51.29,51.29,NA,74.303,23.014,NA,5.17,4.252,25.548,NA,15.786,15.1,383.961,0.209,34348.94,0,1,0.001,NA,0,0,100,0,0,0,0,0,0,0,0,20,80,2,1,"G",2,0,0,1,0,1830,0,1830,0,"Occurs on mainland",1,1,"Nearctic",3,"microtus_townsendii",-2.95267278409354,0,1,0,2,0
"1491","Rodentia","Cricetidae","Microtus","transcaspicus","Microtus transcaspicus","Microtus transcaspicus",38.973,0.79,127.613,NA,818.208,NA,60.302,NA,87.747,23.262,NA,2.1,4.077,27.052,2.795,21.907,NA,424.735,0.178,NA,0,1,NA,NA,0,0,100,0,0,0,0,0,0,0,0,20,80,2,1,"G",2,0,0,1,0,2000,300,1700,NA,"Occurs on mainland",NA,NA,"Palearctic",1,"microtus_transcaspicus",-3.24488618030043,0,1,0,2,0
"1492","Rodentia","Cricetidae","Microtus","umbrosus","Microtus umbrosus","Microtus umbrosus",41.99,0.734,118.39,NA,970.411,NA,45.347,NA,70.632,21.772,4,4.452,4.209,24.749,NA,20.445,NA,400.827,0.185,NA,0,1,NA,NA,0,0,100,0,0,0,0,0,0,0,0,20,80,2,1,"G",2,0,0,1,0,3000,1800,1200,0,"Occurs on mainland",0,0,"Neotropical",1,"microtus_umbrosus",-3.17032378428604,0,1,0,2,0
"1493","Rodentia","Cricetidae","Microtus","xanthognathus","Microtus xanthognathus","Microtus xanthognathus",92.65,0.974,167.18,NA,1000.246,NA,100.418,NA,120.755,23.44,NA,8.175,2,34.87,3.495,30.423,NA,515.037,0.286,1000,0,1,0.001,NA,0,0,100,0,0,0,0,0,0,0,0,20,80,2,1,"G",2,0,0,1,0,NA,NA,NA,0,"Occurs on mainland",1,1,"Nearctic",1,"microtus_xanthognathus",-2.37892632625077,0,1,0,2,0
"1494","Rodentia","Muridae","Millardia","kathleenae","Millardia kathleenae","Millardia kathleenae",93,1.49,200,NA,981.143,NA,98.725,NA,130.594,33.811,NA,2.428,3.402,48.105,NA,27.626,NA,641,0.287,NA,0,1,NA,NA,0,0,100,0,0,0,0,0,0,0,0,70,30,2,1,"G",1,0,0,1,0,NA,NA,NA,NA,"Occurs on mainland",NA,NA,"Indomalayan",1,"millardia_kathleenae",-2.37515578582888,0,1,0,2,0
"1495","Rodentia","Muridae","Millardia","meltada","Millardia meltada","Millardia meltada",67.4,1.422,200,NA,1260.394,75.84,82.965,NA,114.06,19.435,NA,5.67,5.695,40.315,NA,26.088,NA,563.229,0.24,NA,0,1,0.001,NA,0,0,100,0,0,0,0,0,0,0,0,70,30,2,1,"G",1,0,0,1,0,2670,0,2670,NA,"Occurs on mainland",NA,NA,"Indomalayan",4,"millardia_meltada",-2.69711026106388,0,1,0,2,0
"1496","Chiroptera","Phyllostomidae","Mimon","cozumelae","Mimon cozumelae","Mimon cozumelae",26.195,0.761,75,65.2,5400.936,NA,469.16,NA,595.155,124.799,NA,0.99,1,344.357,NA,92.822,NA,2104.421,NA,NA,0,2,NA,NA,60,10,30,60,10,0,0,0,0,30,0,0,0,2,2,"S",1,0,0,0,1,NA,NA,NA,0,"Occurs on mainland",1,0,"Neotropical",2,"mimon_cozumelae",-3.64218672612195,0,0,0,0,0
